threshold,faucet,reduction,comp,1,2,3,4,5,6,7,8,9,10
34900,7,63,9,0,60,61,61,62,62,62,62,66,60
34900,8,63,8,0,61,62,62,62,63,62,63,67,61
34900,9,64,8,0,61,62,62,63,63,62,64,68,62
34900,10,64,8,0,62,63,63,63,64,63,64,68,62
34900,11,65,8,0,62,63,63,64,64,63,65,69,63
34900,12,66,8,0,62,63,64,64,65,64,66,70,64
34900,13,66,8,0,63,64,64,65,65,64,66,71,65
34900,14,67,8,0,63,64,64,65,66,65,67,72,65
34900,15,67,8,0,63,65,65,66,67,65,68,73,66
35000,7,63,9,0,60,61,61,62,62,62,62,66,60
35000,8,63,8,0,61,62,62,62,63,62,63,67,61
35000,9,64,8,0,61,62,62,63,63,62,64,68,61
35000,10,64,8,0,62,63,63,63,64,63,64,68,62
35000,11,65,8,0,62,63,63,64,64,63,65,69,63
35000,12,66,8,0,62,63,63,64,65,64,66,70,64
35000,13,66,8,0,63,64,64,65,65,64,66,71,65
35000,14,67,8,0,63,64,64,65,66,65,67,72,65
35000,15,67,8,0,63,65,65,66,67,65,68,73,66
35100,7,63,9,0,60,61,61,62,62,62,62,66,60
35100,8,63,8,0,61,62,62,62,63,62,63,67,61
35100,9,64,8,0,61,62,62,63,63,62,63,68,61
35100,10,64,8,0,62,63,63,63,64,63,64,68,62
35100,11,65,8,0,62,63,63,64,64,63,65,69,63
35100,12,66,8,0,62,63,63,64,65,64,66,70,64
35100,13,66,8,0,63,64,64,65,65,64,66,71,65
35100,14,67,8,0,63,64,64,65,66,65,67,72,65
35100,15,67,8,0,63,65,65,66,66,65,68,73,66
35200,7,63,9,0,60,61,61,62,62,62,62,66,60
35200,8,63,8,0,61,62,62,62,63,62,63,67,61
35200,9,64,8,0,61,62,62,63,63,62,63,68,61
35200,10,64,8,0,62,63,63,63,64,63,64,68,62
35200,11,65,8,0,62,63,63,64,64,63,65,69,63
35200,12,66,8,0,62,63,63,64,65,64,65,70,64
35200,13,66,8,0,63,64,64,65,65,64,66,71,65
35200,14,67,8,0,63,64,64,65,66,65,67,72,65
35200,15,67,8,0,63,65,65,66,66,65,68,73,66
35300,7,63,9,0,60,61,61,62,62,62,62,66,60
35300,8,63,8,0,61,62,62,62,63,62,63,67,61
35300,9,64,8,0,61,62,62,63,63,62,63,67,61
35300,10,64,8,0,62,63,63,63,64,63,64,68,62
35300,11,65,8,0,62,63,63,64,64,63,65,69,63
35300,12,66,8,0,62,63,63,64,65,64,65,70,64
35300,13,66,8,0,63,64,64,65,65,64,66,71,65
35300,14,67,8,0,63,64,64,65,66,64,67,72,65
35300,15,67,8,0,63,65,65,66,66,65,67,73,66
35400,7,63,8,0,60,61,61,62,62,61,62,66,60
35400,8,63,8,0,61,62,62,62,63,62,63,67,61
35400,9,64,8,0,61,62,62,63,63,62,63,67,61
35400,10,64,8,0,62,63,63,63,64,63,64,68,62
35400,11,65,8,0,62,63,63,64,64,63,65,69,63
35400,12,66,8,0,62,63,63,64,65,64,65,70,64
35400,13,66,8,0,62,64,64,65,65,64,66,71,65
35400,14,67,8,0,63,64,64,65,66,64,67,72,65
35400,15,67,8,0,63,65,65,66,66,65,67,73,66
35500,7,63,8,0,60,61,61,62,62,61,62,66,60
35500,8,63,8,0,61,62,62,62,63,62,63,67,61
35500,9,64,8,0,61,62,62,63,63,62,63,67,61
35500,10,64,8,0,62,63,63,63,64,63,64,68,62
35500,11,65,8,0,62,63,63,64,64,63,65,69,63
35500,12,66,8,0,62,63,63,64,65,64,65,70,64
35500,13,66,8,0,62,64,64,65,65,64,66,71,64
35500,14,67,8,0,63,64,64,65,66,64,67,72,65
35500,15,67,8,0,63,65,65,66,66,65,67,72,66
35600,7,63,8,0,60,61,61,62,62,61,62,66,60
35600,8,63,8,0,61,62,62,62,63,62,63,67,61
35600,9,64,8,0,61,62,62,63,63,62,63,67,61
35600,10,64,8,0,62,63,63,63,64,63,64,68,62
35600,11,65,8,0,62,63,63,64,64,63,65,69,63
35600,12,66,8,0,62,63,63,64,65,64,65,70,64
35600,13,66,8,0,62,64,64,65,65,64,66,71,64
35600,14,67,8,0,63,64,64,65,66,64,67,72,65
35600,15,67,8,0,63,64,65,66,66,65,67,72,66
35700,7,63,8,0,60,61,61,62,62,61,62,66,60
35700,8,63,8,0,61,62,62,62,63,62,63,67,61
35700,9,64,8,0,61,62,62,63,63,62,63,67,61
35700,10,64,8,0,62,63,63,63,64,63,64,68,62
35700,11,65,8,0,62,63,63,64,64,63,65,69,63
35700,12,66,8,0,62,63,63,64,65,64,65,70,64
35700,13,66,8,0,62,64,64,65,65,64,66,71,64
35700,14,67,8,0,63,64,64,65,66,64,67,72,65
35700,15,67,8,0,63,64,65,66,66,65,67,72,66
35800,8,63,8,0,61,62,62,62,63,62,63,67,61
35800,9,64,8,0,61,62,62,63,63,62,63,67,61
35800,10,64,8,0,62,63,63,63,64,63,64,68,62
35800,11,65,8,0,62,63,63,64,64,63,65,69,63
35800,12,65,8,0,62,63,63,64,65,64,65,70,64
35800,13,66,8,0,62,64,64,65,65,64,66,71,64
35800,14,67,8,0,63,64,64,65,66,64,67,72,65
35800,15,67,8,0,63,64,65,66,66,65,67,72,66
35900,8,63,8,0,61,62,62,62,63,62,63,67,61
35900,9,64,8,0,61,62,62,63,63,62,63,67,61
35900,10,64,8,0,62,63,63,63,64,63,64,68,62
35900,11,65,8,0,62,63,63,64,64,63,65,69,63
35900,12,65,8,0,62,63,63,64,65,64,65,70,64
35900,13,66,8,0,62,64,64,65,65,64,66,71,64
35900,14,67,8,0,63,64,64,65,66,64,67,72,65
35900,15,67,8,0,63,64,65,66,66,65,67,72,66
36000,8,63,8,0,61,62,62,62,63,62,63,67,61
36000,9,64,8,0,61,62,62,63,63,62,63,67,61
36000,10,64,8,0,62,63,63,63,64,63,64,68,62
36000,11,65,8,0,62,63,63,64,64,63,65,69,63
36000,12,65,8,0,62,63,63,64,65,64,65,70,64
36000,13,66,8,0,62,64,64,65,65,64,66,71,64
36000,14,67,8,0,63,64,64,65,66,64,67,71,65
36000,15,67,8,0,63,64,65,66,66,65,67,72,66
36100,8,63,8,0,61,62,62,62,63,62,63,67,61
36100,9,64,8,0,61,62,62,63,63,62,63,67,61
36100,10,64,8,0,62,63,63,63,64,63,64,68,62
36100,11,65,8,0,62,63,63,64,64,63,65,69,63
36100,12,65,8,0,62,63,63,64,65,64,65,70,64
36100,13,66,8,0,62,64,64,65,65,64,66,71,64
36100,14,67,8,0,63,64,64,65,66,64,67,71,65
36100,15,67,8,0,63,64,65,66,66,65,67,72,66
36200,8,63,8,0,61,62,62,62,63,62,63,66,61
36200,9,64,8,0,61,62,62,63,63,62,63,67,61
36200,10,64,8,0,62,62,63,63,64,63,64,68,62
36200,11,65,8,0,62,63,63,64,64,63,65,69,63
36200,12,65,8,0,62,63,63,64,65,64,65,70,64
36200,13,66,8,0,62,64,64,65,65,64,66,71,64
36200,14,67,8,0,63,64,64,65,66,64,67,71,65
36200,15,67,8,0,63,64,65,66,66,65,67,72,66
36300,8,63,8,0,61,62,62,62,63,62,63,66,61
36300,9,64,8,0,61,62,62,63,63,62,63,67,61
36300,10,64,8,0,62,62,63,63,64,63,64,68,62
36300,11,65,8,0,62,63,63,64,64,63,65,69,63
36300,12,65,8,0,62,63,63,64,65,64,65,70,64
36300,13,66,8,0,62,64,64,65,65,64,66,71,64
36300,14,67,8,0,63,64,64,65,66,64,67,71,65
36300,15,67,8,0,63,64,65,66,66,65,67,72,66
36400,8,63,8,0,61,62,62,62,63,62,63,66,60
36400,9,64,8,0,61,62,62,63,63,62,63,67,61
36400,10,64,8,0,62,62,63,63,64,63,64,68,62
36400,11,65,8,0,62,63,63,64,64,63,65,69,63
36400,12,65,8,0,62,63,63,64,65,63,65,70,64
36400,13,66,8,0,62,64,64,65,65,64,66,71,64
36400,14,67,8,0,63,64,64,65,66,64,66,71,65
36400,15,67,8,0,63,64,65,66,66,65,67,72,66
36500,8,63,8,0,61,62,62,62,63,62,63,66,60
36500,9,64,8,0,61,62,62,63,63,62,63,67,61
36500,10,64,8,0,61,62,63,63,64,63,64,68,62
36500,11,65,8,0,62,63,63,64,64,63,65,69,63
36500,12,65,8,0,62,63,63,64,65,63,65,70,63
36500,13,66,8,0,62,64,64,65,65,64,66,71,64
36500,14,66,8,0,63,64,64,65,66,64,66,71,65
36500,15,67,8,0,63,64,64,66,66,65,67,72,66
36600,8,63,8,0,61,62,62,62,63,62,63,66,60
36600,9,64,8,0,61,62,62,63,63,62,63,67,61
36600,10,64,8,0,61,62,63,63,64,63,64,68,62
36600,11,65,8,0,62,63,63,64,64,63,65,69,63
36600,12,65,8,0,62,63,63,64,65,63,65,70,63
36600,13,66,8,0,62,64,64,65,65,64,66,71,64
36600,14,66,8,0,63,64,64,65,66,64,66,71,65
36600,15,67,8,0,63,64,64,66,66,65,67,72,66
36700,8,63,8,0,61,61,62,62,63,62,63,66,60
36700,9,64,8,0,61,62,62,63,63,62,63,67,61
36700,10,64,8,0,61,62,63,63,64,63,64,68,62
36700,11,65,8,0,62,63,63,64,64,63,65,69,63
36700,12,65,8,0,62,63,63,64,65,63,65,70,63
36700,13,66,8,0,62,64,64,65,65,64,66,70,64
36700,14,66,8,0,63,64,64,65,66,64,66,71,65
36700,15,67,8,0,63,64,64,66,66,65,67,72,66
36800,8,63,8,0,61,61,62,62,63,62,63,66,60
36800,9,63,8,0,61,62,62,63,63,62,63,67,61
36800,10,64,8,0,61,62,63,63,64,63,64,68,62
36800,11,65,8,0,62,63,63,64,64,63,65,69,63
36800,12,65,8,0,62,63,63,64,65,63,65,70,63
36800,13,66,8,0,62,64,64,65,65,64,66,70,64
36800,14,66,8,0,63,64,64,65,66,64,66,71,65
36800,15,67,8,0,63,64,64,66,66,65,67,72,66
36900,8,63,8,0,61,61,62,62,63,62,63,66,60
36900,9,63,8,0,61,62,62,63,63,62,63,67,61
36900,10,64,8,0,61,62,63,63,64,63,64,68,62
36900,11,65,8,0,62,63,63,64,64,63,65,69,63
36900,12,65,8,0,62,63,63,64,65,63,65,70,63
36900,13,66,8,0,62,64,64,65,65,64,66,70,64
36900,14,66,8,0,63,64,64,65,66,64,66,71,65
36900,15,67,8,0,63,64,64,66,66,65,67,72,66
37000,8,63,8,0,61,61,62,62,63,62,63,66,60
37000,9,63,8,0,61,62,62,63,63,62,63,67,61
37000,10,64,8,0,61,62,63,63,64,63,64,68,62
37000,11,65,8,0,62,63,63,64,64,63,64,69,63
37000,12,65,8,0,62,63,63,64,65,63,65,70,63
37000,13,66,8,0,62,64,64,65,65,64,66,70,64
37000,14,66,8,0,63,64,64,65,66,64,66,71,65
37000,15,67,8,0,63,64,64,66,66,65,67,72,66
37000,16,67,8,0,63,65,65,66,67,65,68,73,66
37100,8,63,8,0,61,61,62,62,63,62,63,66,60
37100,9,63,8,0,61,62,62,63,63,62,63,67,61
37100,10,64,8,0,61,62,62,63,64,63,64,68,62
37100,11,65,8,0,62,63,63,64,64,63,64,69,63
37100,12,65,8,0,62,63,63,64,65,63,65,70,63
37100,13,66,8,0,62,64,64,65,65,64,66,70,64
37100,14,66,8,0,63,64,64,65,66,64,66,71,65
37100,15,67,8,0,63,64,64,66,66,65,67,72,66
37100,16,67,8,0,63,65,65,66,67,65,68,73,66
37200,8,63,8,0,61,61,62,62,63,62,63,66,60
37200,9,63,8,0,61,62,62,63,63,62,63,67,61
37200,10,64,8,0,61,62,62,63,64,63,64,68,62
37200,11,65,8,0,62,63,63,64,64,63,64,69,63
37200,12,65,8,0,62,63,63,64,65,63,65,70,63
37200,13,66,8,0,62,63,64,65,65,64,66,70,64
37200,14,66,8,0,63,64,64,65,66,64,66,71,65
37200,15,67,8,0,63,64,64,66,66,65,67,72,66
37200,16,67,8,0,63,65,65,66,67,65,68,73,66
37300,8,63,8,0,61,61,62,62,63,62,63,66,60
37300,9,63,8,0,61,62,62,63,63,62,63,67,61
37300,10,64,8,0,61,62,62,63,64,63,64,68,62
37300,11,65,8,0,62,63,63,64,64,63,64,69,63
37300,12,65,8,0,62,63,63,64,65,63,65,70,63
37300,13,66,8,0,62,63,64,64,65,64,66,70,64
37300,14,66,8,0,63,64,64,65,66,64,66,71,65
37300,15,67,8,0,63,64,64,66,66,65,67,72,66
37300,16,67,8,0,63,65,65,66,67,65,68,73,66
37400,8,63,8,0,61,61,62,62,63,62,63,66,60
37400,9,63,8,0,61,62,62,63,63,62,63,67,61
37400,10,64,8,0,61,62,62,63,64,63,64,68,62
37400,11,65,8,0,62,63,63,64,64,63,64,69,63
37400,12,65,8,0,62,63,63,64,65,63,65,69,63
37400,13,66,8,0,62,63,64,64,65,64,66,70,64
37400,14,66,8,0,63,64,64,65,66,64,66,71,65
37400,15,67,8,0,63,64,64,66,66,65,67,72,65
37400,16,67,8,0,63,65,65,66,67,65,68,73,66
37500,8,63,8,0,61,61,62,62,63,62,63,66,60
37500,9,63,8,0,61,62,62,63,63,62,63,67,61
37500,10,64,8,0,61,62,62,63,64,63,64,68,62
37500,11,65,8,0,62,63,63,64,64,63,64,69,63
37500,12,65,8,0,62,63,63,64,65,63,65,69,63
37500,13,66,8,0,62,63,64,64,65,64,66,70,64
37500,14,66,8,0,63,64,64,65,66,64,66,71,65
37500,15,67,8,0,63,64,64,65,66,65,67,72,65
37500,16,67,8,0,63,65,65,66,66,65,68,73,66
37600,8,63,8,0,61,61,62,62,63,62,62,66,60
37600,9,63,8,0,61,62,62,63,63,62,63,67,61
37600,10,64,8,0,61,62,62,63,64,63,64,68,62
37600,11,65,8,0,62,63,63,64,64,63,64,69,63
37600,12,65,8,0,62,63,63,64,65,63,65,69,63
37600,13,66,8,0,62,63,64,64,65,64,66,70,64
37600,14,66,8,0,63,64,64,65,65,64,66,71,65
37600,15,67,8,0,63,64,64,65,66,65,67,72,65
37600,16,67,8,0,63,65,65,66,66,65,67,73,66
37700,8,63,8,0,61,61,62,62,63,62,62,66,60
37700,9,63,8,0,61,62,62,63,63,62,63,67,61
37700,10,64,8,0,61,62,62,63,64,63,64,68,62
37700,11,65,8,0,62,63,63,64,64,63,64,69,62
37700,12,65,8,0,62,63,63,64,65,63,65,69,63
37700,13,66,8,0,62,63,63,64,65,64,66,70,64
37700,14,66,8,0,63,64,64,65,65,64,66,71,65
37700,15,67,8,0,63,64,64,65,66,64,67,72,65
37700,16,67,8,0,63,65,65,66,66,65,67,73,66
37800,8,63,8,0,61,61,62,62,63,62,62,66,60
37800,9,63,8,0,61,62,62,63,63,62,63,67,61
37800,10,64,8,0,61,62,62,63,64,63,64,68,62
37800,11,65,8,0,62,63,63,63,64,63,64,69,62
37800,12,65,8,0,62,63,63,64,64,63,65,69,63
37800,13,66,8,0,62,63,63,64,65,64,66,70,64
37800,14,66,8,0,63,64,64,65,65,64,66,71,65
37800,15,67,8,0,63,64,64,65,66,64,67,72,65
37800,16,67,8,0,63,65,65,66,66,65,67,72,66
37900,8,63,8,0,61,61,62,62,63,62,62,66,60
37900,9,63,8,0,61,62,62,63,63,62,63,67,61
37900,10,64,8,0,61,62,62,63,64,63,64,68,62
37900,11,65,8,0,62,63,63,63,64,63,64,69,62
37900,12,65,8,0,62,63,63,64,64,63,65,69,63
37900,13,66,8,0,62,63,63,64,65,64,66,70,64
37900,14,66,8,0,62,64,64,65,65,64,66,71,65
37900,15,67,8,0,63,64,64,65,66,64,67,72,65
37900,16,67,8,0,63,64,65,66,66,65,67,72,66
38000,8,63,8,0,61,61,62,62,63,62,62,66,60
38000,9,63,8,0,61,62,62,63,63,62,63,67,61
38000,10,64,9,0,61,62,62,63,63,63,64,68,62
38000,11,65,8,0,62,63,63,63,64,63,64,69,62
38000,12,65,8,0,62,63,63,64,64,63,65,69,63
38000,13,66,8,0,62,63,63,64,65,64,66,70,64
38000,14,66,8,0,62,64,64,65,65,64,66,71,65
38000,15,67,8,0,63,64,64,65,66,64,67,72,65
38000,16,67,8,0,63,64,65,66,66,65,67,72,66
38100,8,63,8,0,61,61,62,62,63,62,62,66,60
38100,9,63,8,0,61,62,62,63,63,62,63,67,61
38100,10,64,8,0,61,62,62,63,63,62,64,68,62
38100,11,65,8,0,62,63,63,63,64,63,64,69,62
38100,12,65,8,0,62,63,63,64,64,63,65,69,63
38100,13,66,8,0,62,63,63,64,65,64,65,70,64
38100,14,66,8,0,62,64,64,65,65,64,66,71,65
38100,15,67,8,0,63,64,64,65,66,64,67,72,65
38100,16,67,8,0,63,64,65,66,66,65,67,72,66
38200,8,63,8,0,61,61,62,62,63,62,62,66,60
38200,9,63,8,0,61,62,62,63,63,62,63,67,61
38200,10,64,8,0,61,62,62,63,63,62,64,68,62
38200,11,65,8,0,62,63,63,63,64,63,64,69,62
38200,12,65,8,0,62,63,63,64,64,63,65,69,63
38200,13,66,8,0,62,63,63,64,65,64,65,70,64
38200,14,66,8,0,62,64,64,65,65,64,66,71,64
38200,15,67,8,0,63,64,64,65,66,64,67,72,65
38200,16,67,8,0,63,64,65,66,66,65,67,72,66
38300,8,63,8,0,61,61,62,62,63,62,62,66,60
38300,9,63,8,0,61,62,62,63,63,62,63,67,61
38300,10,64,8,0,61,62,62,63,63,62,64,68,62
38300,11,64,8,0,62,63,63,63,64,63,64,69,62
38300,12,65,8,0,62,63,63,64,64,63,65,69,63
38300,13,66,8,0,62,63,63,64,65,64,65,70,64
38300,14,66,8,0,62,64,64,65,65,64,66,71,64
38300,15,67,8,0,63,64,64,65,66,64,67,72,65
38300,16,67,8,0,63,64,65,66,66,65,67,72,66
38400,8,63,9,0,61,61,62,62,62,62,62,66,60
38400,9,63,8,0,61,62,62,63,63,62,63,67,61
38400,10,64,8,0,61,62,62,63,63,62,64,68,62
38400,11,64,8,0,62,63,63,63,64,63,64,68,62
38400,12,65,8,0,62,63,63,64,64,63,65,69,63
38400,13,66,8,0,62,63,63,64,65,64,65,70,64
38400,14,66,8,0,62,64,64,65,65,64,66,71,64
38400,15,67,8,0,63,64,64,65,66,64,67,72,65
38400,16,67,8,0,63,64,65,66,66,65,67,72,66
38500,8,63,9,0,61,61,62,62,62,62,62,66,60
38500,9,63,8,0,61,62,62,63,63,62,63,67,61
38500,10,64,8,0,61,62,62,63,63,62,64,68,62
38500,11,64,8,0,62,63,63,63,64,63,64,68,62
38500,12,65,8,0,62,63,63,64,64,63,65,69,63
38500,13,66,8,0,62,63,63,64,65,64,65,70,64
38500,14,66,8,0,62,64,64,65,65,64,66,71,64
38500,15,67,8,0,63,64,64,65,66,64,67,72,65
38500,16,67,8,0,63,64,65,66,66,65,67,72,66
38600,8,63,9,0,60,61,62,62,62,62,62,66,60
38600,9,63,8,0,61,62,62,62,63,62,63,67,61
38600,10,64,8,0,61,62,62,63,63,62,64,68,62
38600,11,64,8,0,62,63,63,63,64,63,64,68,62
38600,12,65,8,0,62,63,63,64,64,63,65,69,63
38600,13,65,8,0,62,63,63,64,65,64,65,70,64
38600,14,66,8,0,62,64,64,65,65,64,66,71,64
38600,15,67,8,0,63,64,64,65,66,64,67,71,65
38600,16,67,8,0,63,64,65,66,66,65,67,72,66
38700,8,63,9,0,60,61,62,62,62,62,62,66,60
38700,9,63,8,0,61,62,62,62,63,62,63,67,61
38700,10,64,8,0,61,62,62,63,63,62,64,68,62
38700,11,64,8,0,62,63,63,63,64,63,64,68,62
38700,12,65,8,0,62,63,63,64,64,63,65,69,63
38700,13,65,8,0,62,63,63,64,65,64,65,70,64
38700,14,66,8,0,62,64,64,65,65,64,66,71,64
38700,15,67,8,0,63,64,64,65,66,64,67,71,65
38700,16,67,8,0,63,64,64,66,66,65,67,72,66
38800,8,63,9,0,60,61,62,62,62,62,62,66,60
38800,9,63,8,0,61,62,62,62,63,62,63,67,61
38800,10,64,8,0,61,62,62,63,63,62,64,68,62
38800,11,64,8,0,62,63,63,63,64,63,64,68,62
38800,12,65,8,0,62,63,63,64,64,63,65,69,63
38800,13,65,8,0,62,63,63,64,65,64,65,70,64
38800,14,66,8,0,62,64,64,65,65,64,66,71,64
38800,15,67,8,0,63,64,64,65,66,64,67,71,65
38800,16,67,8,0,63,64,64,66,66,65,67,72,66
38900,8,63,9,0,60,61,62,62,62,62,62,66,60
38900,9,63,8,0,61,62,62,62,63,62,63,67,61
38900,10,64,8,0,61,62,62,63,63,62,64,68,62
38900,11,64,8,0,62,63,63,63,64,63,64,68,62
38900,12,65,8,0,62,63,63,64,64,63,65,69,63
38900,13,65,8,0,62,63,63,64,65,64,65,70,64
38900,14,66,8,0,62,64,64,65,65,64,66,71,64
38900,15,67,8,0,63,64,64,65,66,64,67,71,65
38900,16,67,8,0,63,64,64,66,66,65,67,72,66
39000,8,63,9,0,60,61,62,62,62,62,62,66,60
39000,9,63,8,0,61,62,62,62,63,62,63,67,61
39000,10,64,8,0,61,62,62,63,63,62,64,68,62
39000,11,64,8,0,62,63,63,63,64,63,64,68,62
39000,12,65,8,0,62,63,63,64,64,63,65,69,63
39000,13,65,8,0,62,63,63,64,65,64,65,70,64
39000,14,66,8,0,62,64,64,65,65,64,66,71,64
39000,15,67,8,0,63,64,64,65,66,64,67,71,65
39000,16,67,8,0,63,64,64,66,66,65,67,72,66
39100,8,63,9,0,60,61,62,62,62,62,62,66,60
39100,9,63,8,0,61,62,62,62,63,62,63,67,61
39100,10,64,8,0,61,62,62,63,63,62,64,68,62
39100,11,64,8,0,62,63,63,63,64,63,64,68,62
39100,12,65,8,0,62,63,63,64,64,63,65,69,63
39100,13,65,8,0,62,63,63,64,65,64,65,70,64
39100,14,66,8,0,62,64,64,65,65,64,66,71,64
39100,15,66,8,0,63,64,64,65,66,64,67,71,65
39100,16,67,8,0,63,64,64,66,66,65,67,72,66
39200,8,63,9,0,60,61,62,62,62,62,62,66,60
39200,9,63,8,0,61,62,62,62,63,62,63,67,61
39200,10,64,8,0,61,62,62,63,63,62,64,68,61
39200,11,64,8,0,62,63,63,63,64,63,64,68,62
39200,12,65,8,0,62,63,63,64,64,63,65,69,63
39200,13,65,8,0,62,63,63,64,65,64,65,70,64
39200,14,66,8,0,62,64,64,65,65,64,66,71,64
39200,15,66,8,0,63,64,64,65,66,64,66,71,65
39200,16,67,8,0,63,64,64,66,66,65,67,72,66
39300,8,63,9,0,60,61,61,62,62,62,62,66,60
39300,9,63,8,0,61,62,62,62,63,62,63,67,61
39300,10,64,8,0,61,62,62,63,63,62,64,68,61
39300,11,64,8,0,62,63,63,63,64,63,64,68,62
39300,12,65,8,0,62,63,63,64,64,63,65,69,63
39300,13,65,8,0,62,63,63,64,65,63,65,70,64
39300,14,66,8,0,62,64,64,65,65,64,66,71,64
39300,15,66,8,0,63,64,64,65,66,64,66,71,65
39300,16,67,8,0,63,64,64,66,66,65,67,72,66
39300,17,67,8,0,63,65,65,66,67,65,68,73,66
39400,8,63,9,0,60,61,61,62,62,62,62,66,60
39400,9,63,8,0,61,62,62,62,63,62,63,67,61
39400,10,64,8,0,61,62,62,63,63,62,63,68,61
39400,11,64,8,0,62,63,63,63,64,63,64,68,62
39400,12,65,8,0,62,63,63,64,64,63,65,69,63
39400,13,65,8,0,62,63,63,64,65,63,65,70,64
39400,14,66,8,0,62,64,64,65,65,64,66,71,64
39400,15,66,8,0,63,64,64,65,66,64,66,71,65
39400,16,67,8,0,63,64,64,66,66,65,67,72,66
39400,17,67,8,0,63,65,65,66,67,65,68,73,66
39500,8,63,9,0,60,61,61,62,62,62,62,66,60
39500,9,63,8,0,61,62,62,62,63,62,63,67,61
39500,10,64,8,0,61,62,62,63,63,62,63,68,61
39500,11,64,8,0,62,63,63,63,64,63,64,68,62
39500,12,65,8,0,62,63,63,64,64,63,65,69,63
39500,13,65,8,0,62,63,63,64,65,63,65,70,63
39500,14,66,8,0,62,64,64,65,65,64,66,70,64
39500,15,66,8,0,63,64,64,65,66,64,66,71,65
39500,16,67,8,0,63,64,64,66,66,65,67,72,66
39500,17,67,8,0,63,65,65,66,67,65,68,73,66
39600,8,63,9,0,60,61,61,62,62,62,62,66,60
39600,9,63,8,0,61,62,62,62,63,62,63,67,61
39600,10,64,8,0,61,62,62,63,63,62,63,67,61
39600,11,64,8,0,62,62,63,63,64,63,64,68,62
39600,12,65,8,0,62,63,63,64,64,63,65,69,63
39600,13,65,8,0,62,63,63,64,65,63,65,70,63
39600,14,66,8,0,62,64,64,65,65,64,66,70,64
39600,15,66,8,0,63,64,64,65,66,64,66,71,65
39600,16,67,8,0,63,64,64,66,66,65,67,72,66
39600,17,67,8,0,63,65,65,66,67,65,68,73,66
39700,8,63,9,0,60,61,61,62,62,62,62,66,60
39700,9,63,8,0,61,62,62,62,63,62,63,67,61
39700,10,64,8,0,61,62,62,63,63,62,63,67,61
39700,11,64,8,0,62,62,63,63,64,63,64,68,62
39700,12,65,8,0,62,63,63,64,64,63,65,69,63
39700,13,65,8,0,62,63,63,64,65,63,65,70,63
39700,14,66,8,0,62,64,64,65,65,64,66,70,64
39700,15,66,8,0,63,64,64,65,66,64,66,71,65
39700,16,67,8,0,63,64,64,65,66,65,67,72,66
39700,17,67,8,0,63,65,65,66,67,65,68,73,66
39800,8,63,9,0,60,61,61,62,62,62,62,66,60
39800,9,63,8,0,61,62,62,62,63,62,63,67,61
39800,10,64,8,0,61,62,62,63,63,62,63,67,61
39800,11,64,8,0,61,62,63,63,64,63,64,68,62
39800,12,65,8,0,62,63,63,64,64,63,65,69,63
39800,13,65,8,0,62,63,63,64,65,63,65,70,63
39800,14,66,8,0,62,64,64,65,65,64,66,70,64
39800,15,66,8,0,63,64,64,65,66,64,66,71,65
39800,16,67,8,0,63,64,64,65,66,65,67,72,66
39800,17,67,8,0,63,65,65,66,66,65,68,73,66
39900,8,63,9,0,60,61,61,62,62,62,62,66,60
39900,9,63,8,0,61,62,62,62,63,62,63,67,61
39900,10,64,8,0,61,62,62,63,63,62,63,67,61
39900,11,64,8,0,61,62,63,63,64,63,64,68,62
39900,12,65,8,0,62,63,63,64,64,63,65,69,63
39900,13,65,8,0,62,63,63,64,65,63,65,70,63
39900,14,66,8,0,62,64,64,65,65,64,66,70,64
39900,15,66,8,0,63,64,64,65,66,64,66,71,65
39900,16,67,8,0,63,64,64,65,66,65,67,72,65
39900,17,67,8,0,63,65,65,66,66,65,67,73,66
40000,8,63,9,0,60,61,61,62,62,62,62,66,60
40000,9,63,8,0,61,62,62,62,63,62,63,67,61
40000,10,64,8,0,61,62,62,63,63,62,63,67,61
40000,11,64,8,0,61,62,63,63,64,63,64,68,62
40000,12,65,8,0,62,63,63,64,64,63,65,69,63
40000,13,65,8,0,62,63,63,64,65,63,65,70,63
40000,14,66,8,0,62,63,64,65,65,64,66,70,64
40000,15,66,8,0,63,64,64,65,66,64,66,71,65
40000,16,67,8,0,63,64,64,65,66,65,67,72,65
40000,17,67,8,0,63,65,65,66,66,65,67,73,66
40100,8,63,9,0,60,61,61,62,62,62,62,66,60
40100,9,63,8,0,61,62,62,62,63,62,63,67,61
40100,10,64,8,0,61,62,62,63,63,62,63,67,61
40100,11,64,8,0,61,62,63,63,64,63,64,68,62
40100,12,65,8,0,62,63,63,64,64,63,65,69,63
40100,13,65,8,0,62,63,63,64,65,63,65,70,63
40100,14,66,8,0,62,63,64,65,65,64,66,70,64
40100,15,66,8,0,63,64,64,65,66,64,66,71,65
40100,16,67,8,0,63,64,64,65,66,65,67,72,65
40100,17,67,8,0,63,65,65,66,66,65,67,73,66
40200,8,63,9,0,60,61,61,62,62,62,62,66,60
40200,9,63,8,0,61,62,62,62,63,62,63,67,61
40200,10,64,8,0,61,62,62,63,63,62,63,67,61
40200,11,64,8,0,61,62,63,63,64,63,64,68,62
40200,12,65,8,0,62,63,63,64,64,63,65,69,63
40200,13,65,8,0,62,63,63,64,65,63,65,70,63
40200,14,66,8,0,62,63,64,65,65,64,66,70,64
